id,created_at,text
950894626486943744,2018-01-10 00:58:40,"b'Martes a mediod\xc3\xada en Tlapacoyan y por la noche en Misantla, Veracruz. Por eso la guerra sucia con lo de Venezuela.\xe2\x80\xa6 https://t.co/Ru32T5D5Jo'"
950769241296392193,2018-01-09 16:40:26,"b'\xc2\xa1Pero te peinas, cu\xc3\xb1ao! https://t.co/C5AxgokOje'"
950430107931463682,2018-01-08 18:12:50,b'Se eliminar\xc3\xa1n las pensiones millonarias a los expresidentes. Se acabar\xc3\xa1n fueros y privilegios.\n\nhttps://t.co/uBwcueNVTK'
950060137481424896,2018-01-07 17:42:42,b'Se aplicar\xc3\xa1 una pol\xc3\xadtica de austeridad republicana https://t.co/MwswQbGpO3'
949742753478533120,2018-01-06 20:41:32,b'No ser\xc3\xa9 mediocre ni mucho menos traidor a la patria. Aspiro a seguir el ejemplo de los grandes presidentes de M\xc3\xa9xic\xe2\x80\xa6 https://t.co/yxxCBcaEDP'
949440769269448704,2018-01-06 00:41:33,"b'As\xc3\xad como en Xoxocotla, estuvieron todos los actos de la gira de dos d\xc3\xadas por Morelos https://t.co/gNaQYuaAi2'"
949083236008787970,2018-01-05 01:00:51,"b'Atender\xc3\xa9 personalmente y todos los d\xc3\xadas, desde las 6 am, el grave problema de la violencia. Ser\xc3\xa1 secretario de Segu\xe2\x80\xa6 https://t.co/kgJLJQ8zRV'"
948599059077414913,2018-01-03 16:56:54,b'Ma\xc3\xb1ana doy a conocer a quien ser\xc3\xa1 el secretario de Seguridad P\xc3\xbablica del nuevo gobierno democr\xc3\xa1tico de M\xc3\xa9xico. https://t.co/XOmteZdSjm'
948289665538371590,2018-01-02 20:27:29,"b'Nuestra lucha tiene como antecedente las tres grandes transformaciones de nuestro pa\xc3\xads: La Independencia, Reforma y\xe2\x80\xa6 https://t.co/PK9qT4P5eA'"
947851959557640192,2018-01-01 15:28:12,b'Deseamos que el 2018 sea el a\xc3\xb1o del renacimiento de M\xc3\xa9xico. \xc2\xa1Felicidades! https://t.co/A7QVNaN2ig'
947520020598394880,2017-12-31 17:29:11,b'Con el nuevo gobierno democr\xc3\xa1tico privatizar no ser\xc3\xa1 sin\xc3\xb3nimo de robar. https://t.co/WOimDB083S'
947180133504507910,2017-12-30 18:58:36,"b'Impulsaremos el turismo en Quintana Roo, en esta regi\xc3\xb3n hay un crecimiento del 6 por ciento anual y por ello han ll\xe2\x80\xa6 https://t.co/mTTGcfZemC'"
946894656461094913,2017-12-30 00:04:13,b'Hoy habl\xc3\xa9 de recuperar la vocaci\xc3\xb3n forestal y rescatar la zona arrocera de Campeche; de la construcci\xc3\xb3n del  tren t\xe2\x80\xa6 https://t.co/WxaFoWv3Qy'
946546032191483904,2017-12-29 00:58:54,"b'Es un timbre de orgullo contar con el apoyo de mis paisanos. Acompa\xc3\xb1\xc3\xa9 a Ad\xc3\xa1n Augusto L\xc3\xb3pez, precandidato a gobernad\xe2\x80\xa6 https://t.co/JAH0yxWRyd'"
946442701989433345,2017-12-28 18:08:18,b'Tengo mi residencia temporal en Palenque y estoy de gira en Tabasco https://t.co/MfnPAqtAvc'
946202002341507072,2017-12-28 02:11:51,b'Estoy en Tabasco y me siento como pez en el agua https://t.co/BEDALzOW8z'
946104723471568896,2017-12-27 19:45:18,"b'""Soy del pa\xc3\xads del chocolate, primer d\xc3\xada de Cort\xc3\xa9s y \xc3\xbaltima noche de Cuauht\xc3\xa9moc"". Y mis paisanos saben que los mexic\xe2\x80\xa6 https://t.co/8OdC1g7or2'"
945743019344502784,2017-12-26 19:48:01,"b'En mi tierra, en mi agua, hice el compromiso con el magisterio de cancelar la mal llamada reforma educativa. Acorda\xe2\x80\xa6 https://t.co/ixksdpBu8L'"
945092453937246208,2017-12-25 00:42:54,b'\xc2\xa1Feliz Navidad! https://t.co/VDQtsMW1Vf'
944665296920547328,2017-12-23 20:25:32,"b'Al triunfo de nuestro movimiento, respetando los derechos de los trabajadores, vamos a desaparecer el Cisen, la ofi\xe2\x80\xa6 https://t.co/9kk2m711PM'"
944411615662919682,2017-12-23 03:37:30,b'Informe de los apoyos entregados a los damnificados de los sismos https://t.co/9hWj9X1fkm'
943899668685185030,2017-12-21 17:43:12,b'Ay\xc3\xbadennos a levantar un censo de obras inconclusas para elaborar un programa de rehabilitaci\xc3\xb3n que nos permita conc\xe2\x80\xa6 https://t.co/1jw6hGQU8z'
943669817944526848,2017-12-21 02:29:51,"b'El voto es de qui\xc3\xa9n lo trabaja. Ayer Huautla, Jalapa de D\xc3\xadaz y Loma Bonita, Oaxaca; hoy San Felipe Orizatl\xc3\xa1n, Tlanc\xe2\x80\xa6 https://t.co/JXrRmCtH5J'"
943256975713845248,2017-12-19 23:09:22,"b'Si de emplazamientos se trata, ser\xc3\xada bueno que Meade explicara por qu\xc3\xa9 orden\xc3\xb3 el gasolinazo. https://t.co/xrfrtQ6sVr'"
942939310151540736,2017-12-19 02:07:05,"b'A los que sinceramente tienen dudas sobre el uso de semillas transg\xc3\xa9nicas en mi gobierno, vean lo que sostengo en e\xe2\x80\xa6 https://t.co/qwwu6tvoxc'"
942869357994000384,2017-12-18 21:29:07,"b'Vean lo que digo del acuerdo con la ""ultraderecha"" seg\xc3\xban la revista Proceso https://t.co/szXLb7uOSK'"
942574067332386816,2017-12-18 01:55:44,"b'Terminamos en Iztapalapa el recorrido por la Ciudad de M\xc3\xa9xico. Ma\xc3\xb1ana Tlaxcala y luego Oaxaca, Hidalgo, Tabasco, Ca\xe2\x80\xa6 https://t.co/WKay2sxe7o'"
942507139616079872,2017-12-17 21:29:47,b'Acciones b\xc3\xa1sicas para enfrentar el problema de la inseguridad y de la violencia en el pa\xc3\xads https://t.co/8DAiTrPavJ'
942192392513474560,2017-12-17 00:39:06,b'Un llamado a quienes deseen ayudar a defender el voto y evitar el fraude electoral https://t.co/wTvPuwcvkx'
941859705701392388,2017-12-16 02:37:07,"b""Les comparto el documental 'Esto soy', dirigido por Ver\xc3\xb3nica Velasco y Epigmenio Ibarra. Se estren\xc3\xb3 hoy y espero qu\xe2\x80\xa6 https://t.co/9G3klkG4P7"""
941769247121911809,2017-12-15 20:37:40,"b'Nunca hemos hecho acuerdos comprometiendo principios o ideales. Creemos en el Estado laico, no somos antirreligioso\xe2\x80\xa6 https://t.co/XMmlsubgBW'"
941474813310148608,2017-12-15 01:07:41,"b'Hoy presentamos a las personas que, al triunfar nuestro movimiento en las elecciones del 2018, formar\xc3\xa1n parte del g\xe2\x80\xa6 https://t.co/PUeVguAZLq'"
940988387611127808,2017-12-13 16:54:48,"b'Se firm\xc3\xb3 la alianza ""Juntos haremos historia"" entre MORENA, PT y PES.\n\nCon unidad, partidos y ciudadanos, ganaremos\xe2\x80\xa6 https://t.co/E3T5DOFOjr'"
940673154812338177,2017-12-12 20:02:11,"b'Les comparto el discurso en el registro de mi precandidatura a la Presidencia de la Rep\xc3\xbablica.  A\xc3\xb1ado que, con la d\xe2\x80\xa6 https://t.co/eSUWDyF2mD'"
940273034723815424,2017-12-11 17:32:15,"b'Los candidatos pirrurris de la mafia del poder, Meade y Anaya, adem\xc3\xa1s de no visitar los pueblos y recoger los senti\xe2\x80\xa6 https://t.co/5zMvA9z7sn'"
939999084320120838,2017-12-10 23:23:40,b'Celebro que se haya registrado Claudia Sheinbaum Pardo como precandidata a Jefa de Gobierno de la Ciudad de M\xc3\xa9xico.\xe2\x80\xa6 https://t.co/SOJ3GtWbXf'
939640525967073281,2017-12-09 23:38:53,b'Reencuentro con la maestra Delfina en el Estado de M\xc3\xa9xico. https://t.co/FNvIKoZOVk'
938821405096812544,2017-12-07 17:24:00,b'La calificadora financiera Standard &amp; Poor\xe2\x80\x99s dice que no habr\xc3\xa1 riesgos por nuestro triunfo en la elecci\xc3\xb3n presidenc\xe2\x80\xa6 https://t.co/Om4NTm5IFi'
938437809429467141,2017-12-06 15:59:43,"b'Se los dije: estaba mejor Chong. Hoy se confirma con la encuesta de El Universal, Meade est\xc3\xa1 en tercero. Por m\xc3\xa1s qu\xe2\x80\xa6 https://t.co/SfDvuC3lfd'"
938118312646635520,2017-12-05 18:50:09,b'Pe\xc3\xb1a Nieto mand\xc3\xb3 a hacer pol\xc3\xadtica a los secretarios de la Defensa y Marina. Les comparto mi respuesta. https://t.co/9zwZDQYSSn'
937858838383902721,2017-12-05 01:39:06,"b""Les comparto el tercer adelanto del documental 'Esto soy'. \n\nCuando gobernamos la Ciudad de M\xc3\xa9xico se redujo la inc\xe2\x80\xa6 https://t.co/uKhrYNdq4F"""
937374739789701120,2017-12-03 17:35:28,"b'Pol\xc3\xadticamente me inspiro en Benito Ju\xc3\xa1rez, Francisco I. Madero y L\xc3\xa1zaro C\xc3\xa1rdenas, los mejores presidentes de M\xc3\xa9xico. https://t.co/6OEbEtM1Yz'"
937000701913452544,2017-12-02 16:49:10,b'No dejaremos de informar sobre el cumplimiento de nuestro compromiso con damnificados de los sismos https://t.co/IgLAHGVdRZ'
936686537315516416,2017-12-01 20:00:47,b'Faltan siete meses para la elecci\xc3\xb3n; un a\xc3\xb1o para la toma de posesi\xc3\xb3n. Estoy seguro que le ganaremos a la mafia del\xe2\x80\xa6 https://t.co/2wWzxafs2D'
936438576719507456,2017-12-01 03:35:29,"b'Un abrazo a Luis Linares y a sus hijas por el fallecimiento de Manqu\xc3\xa9, que adem\xc3\xa1s de buena esposa y madre, siempre\xe2\x80\xa6 https://t.co/17hPNw2XGH'"
936263670543220737,2017-11-30 16:00:28,"b'Ni con la campa\xc3\xb1a del destape la mafia del poder pudo colocar a Meade en segundo lugar. Adem\xc3\xa1s de honestidad, le fa\xe2\x80\xa6 https://t.co/U0I0Z7UGQl'"
935639298623328257,2017-11-28 22:39:26,"b'La mafia del poder no podr\xc3\xa1, esta vez, imponer a un t\xc3\xadtere o a un pelele https://t.co/HfnEAMNQcF'"
935226545085599745,2017-11-27 19:19:18,b'El director de Pemex fue ascendido a secretario de Hacienda. Durante su gesti\xc3\xb3n cay\xc3\xb3 la producci\xc3\xb3n petrolera y se a\xe2\x80\xa6 https://t.co/rkbswG9nnf'
